Fitting statistics for a 2D DOSY experiment  
Pure exponential fitting (Stejskal-Tanner equation)  
Monoexpoential fitting  


*******Fit Summary*******
Frequency   Exp. Ampl   Fit. Ampl1  error       Diff coef1  error       
1.76778     0.00100     0.00100     0.00006     0.00000     0.00000     
1.76949     0.00090     0.00090     0.00006     0.00000     0.00000     
1.77162     0.00085     0.00085     0.00004     0.00000     0.00000     
1.77291     0.00087     0.00087     0.00006     0.00000     0.00000     
1.77376     0.00096     0.00093     0.00009     0.00000     0.00000     
1.77504     0.00090     0.00094     0.00006     0.00000     0.00000     
1.77675     0.00092     0.00091     0.00012     0.00000     0.00000     
1.77846     0.00093     0.00093     0.00010     0.00000     0.00000     
1.78017     0.00093     0.00094     0.00008     0.00000     0.00000     
1.78231     0.00092     0.00091     0.00009     0.00000     0.00000     
1.78316     0.00095     0.00088     0.00008     0.00000     0.00000     
1.78444     0.00092     0.00091     0.00008     0.00000     0.00000     
1.78701     0.00090     0.00090     0.00007     0.00000     0.00000     
1.78914     0.00108     0.00108     0.00009     0.00000     0.00000     
1.79171     0.00092     0.00092     0.00006     0.00000     0.00000     
1.79384     0.00093     0.00092     0.00005     0.00000     0.00000     
1.79513     0.00092     0.00092     0.00008     0.00000     0.00000     
1.79684     0.00104     0.00104     0.00008     0.00000     0.00000     
1.79940     0.00089     0.00087     0.00007     0.00000     0.00000     
1.80025     0.00090     0.00090     0.00009     0.00000     0.00000     
1.80196     0.00091     0.00091     0.00005     0.00000     0.00000     
1.80453     0.00095     0.00097     0.00006     0.00000     0.00000     
1.80624     0.00091     0.00091     0.00008     0.00000     0.00000     
1.80709     0.00093     0.00093     0.00006     0.00000     0.00000     
1.80837     0.00087     0.00088     0.00006     0.00000     0.00000     
1.81051     0.00094     0.00093     0.00004     0.00000     0.00000     
1.81136     0.00100     0.00100     0.00008     0.00000     0.00000     
1.81350     0.00101     0.00101     0.00006     0.00000     0.00000     
1.81478     0.00092     0.00092     0.00007     0.00000     0.00000     
1.81649     0.00084     0.00081     0.00008     0.00000     0.00000     
1.81777     0.00081     0.00080     0.00005     0.00000     0.00000     
1.81991     0.00094     0.00094     0.00005     0.00000     0.00000     
1.82205     0.00091     0.00091     0.00008     0.00000     0.00000     
1.82333     0.00097     0.00097     0.00005     0.00000     0.00000     
1.82675     0.00093     0.00093     0.00006     0.00000     0.00000     
1.82889     0.00095     0.00096     0.00007     0.00000     0.00000     
1.82974     0.00100     0.00100     0.00006     0.00000     0.00000     
1.83102     0.00098     0.00097     0.00010     0.00000     0.00000     
1.83401     0.00096     0.00097     0.00005     0.00000     0.00000     
1.83487     0.00096     0.00093     0.00008     0.00000     0.00000     
1.83700     0.00098     0.00096     0.00010     0.00000     0.00000     
1.83871     0.00108     0.00108     0.00006     0.00000     0.00000     
1.84128     0.00090     0.00085     0.00012     0.00000     0.00000     
1.84256     0.00094     0.00094     0.00007     0.00000     0.00000     
1.84470     0.00091     0.00091     0.00005     0.00000     0.00000     
1.84726     0.00098     0.00094     0.00008     0.00000     0.00000     
1.84854     0.00097     0.00091     0.00008     0.00000     0.00000     
1.84940     0.00107     0.00105     0.00008     0.00000     0.00000     
1.85111     0.00111     0.00111     0.00007     0.00000     0.00000     
1.85324     0.00091     0.00091     0.00006     0.00000     0.00000     
1.85453     0.00096     0.00092     0.00011     0.00000     0.00000     
1.85623     0.00097     0.00097     0.00010     0.00000     0.00000     
1.85837     0.00093     0.00094     0.00005     0.00000     0.00000     
1.85965     0.00095     0.00097     0.00005     0.00000     0.00000     
1.86094     0.00097     0.00097     0.00006     0.00000     0.00000     
1.86222     0.00096     0.00096     0.00009     0.00000     0.00000     
1.86393     0.00105     0.00103     0.00008     0.00000     0.00000     
1.86521     0.00086     0.00085     0.00005     0.00000     0.00000     
1.86735     0.00103     0.00097     0.00009     0.00000     0.00000     
1.86948     0.00098     0.00093     0.00007     0.00000     0.00000     
1.87076     0.00093     0.00092     0.00006     0.00000     0.00000     
1.87205     0.00095     0.00094     0.00007     0.00000     0.00000     
1.87333     0.00096     0.00096     0.00010     0.00000     0.00000     
1.87504     0.00098     0.00099     0.00006     0.00000     0.00000     
1.87632     0.00088     0.00088     0.00006     0.00000     0.00000     
1.87760     0.00101     0.00099     0.00009     0.00000     0.00000     
1.87974     0.00093     0.00092     0.00006     0.00000     0.00000     
1.88273     0.00103     0.00102     0.00007     0.00000     0.00000     
1.88487     0.00087     0.00085     0.00007     0.00000     0.00000     
1.88615     0.00088     0.00088     0.00006     0.00000     0.00000     
1.88700     0.00095     0.00090     0.00009     0.00000     0.00000     
1.88871     0.00092     0.00091     0.00008     0.00000     0.00000     
1.88999     0.00104     0.00106     0.00006     0.00000     0.00000     
1.89256     0.00091     0.00090     0.00005     0.00000     0.00000     
1.89512     0.00105     0.00105     0.00005     0.00000     0.00000     
1.89769     0.00097     0.00097     0.00007     0.00000     0.00000     
1.89982     0.00104     0.00103     0.00007     0.00000     0.00000     
1.90110     0.00098     0.00092     0.00008     0.00000     0.00000     
1.90324     0.00093     0.00093     0.00007     0.00000     0.00000     
1.90452     0.00103     0.00098     0.00009     0.00000     0.00000     
1.90581     0.00103     0.00103     0.00006     0.00000     0.00000     
1.90794     0.00092     0.00091     0.00005     0.00000     0.00000     
1.91008     0.00088     0.00087     0.00008     0.00000     0.00000     
1.91136     0.00094     0.00095     0.00006     0.00000     0.00000     
1.91307     0.00104     0.00103     0.00007     0.00000     0.00000     
1.91435     0.00095     0.00093     0.00004     0.00000     0.00000     
1.91820     0.00102     0.00102     0.00006     0.00000     0.00000     
1.91991     0.00095     0.00095     0.00005     0.00000     0.00000     
1.92204     0.00092     0.00092     0.00006     0.00000     0.00000     
1.92375     0.00093     0.00093     0.00006     0.00000     0.00000     
1.92503     0.00098     0.00096     0.00007     0.00000     0.00000     
1.92717     0.00116     0.00116     0.00011     0.00000     0.00000     
1.92974     0.00097     0.00096     0.00005     0.00000     0.00000     
1.93102     0.00087     0.00088     0.00007     0.00000     0.00000     
1.93358     0.00101     0.00101     0.00007     0.00000     0.00000     
1.93486     0.00095     0.00097     0.00005     0.00000     0.00000     
1.93657     0.00087     0.00087     0.00005     0.00000     0.00000     
1.93871     0.00100     0.00101     0.00006     0.00000     0.00000     
1.93999     0.00099     0.00097     0.00007     0.00000     0.00000     
1.94213     0.00100     0.00102     0.00004     0.00000     0.00000     
1.94426     0.00103     0.00103     0.00006     0.00000     0.00000     
1.94597     0.00096     0.00094     0.00008     0.00000     0.00000     
1.94726     0.00091     0.00092     0.00009     0.00000     0.00000     
1.94897     0.00094     0.00097     0.00007     0.00000     0.00000     
1.95025     0.00097     0.00096     0.00009     0.00000     0.00000     
1.95153     0.00095     0.00095     0.00007     0.00000     0.00000     
1.95281     0.00095     0.00095     0.00009     0.00000     0.00000     
1.95580     0.00096     0.00098     0.00005     0.00000     0.00000     
1.95751     0.00096     0.00096     0.00009     0.00000     0.00000     
1.95879     0.00092     0.00092     0.00005     0.00000     0.00000     
1.95965     0.00098     0.00101     0.00007     0.00000     0.00000     
1.96136     0.00093     0.00093     0.00004     0.00000     0.00000     
1.96307     0.00095     0.00096     0.00005     0.00000     0.00000     
1.96435     0.00096     0.00098     0.00004     0.00000     0.00000     
1.96563     0.00097     0.00097     0.00007     0.00000     0.00000     
1.96691     0.00107     0.00107     0.00006     0.00000     0.00000     
1.96820     0.00098     0.00098     0.00005     0.00000     0.00000     
1.96948     0.00107     0.00107     0.00008     0.00000     0.00000     
1.97076     0.00094     0.00094     0.00005     0.00000     0.00000     
1.97290     0.00098     0.00096     0.00008     0.00000     0.00000     
1.97589     0.00101     0.00099     0.00007     0.00000     0.00000     
1.97717     0.00095     0.00093     0.00006     0.00000     0.00000     
1.97931     0.00091     0.00090     0.00007     0.00000     0.00000     
1.98016     0.00092     0.00086     0.00008     0.00000     0.00000     
1.98144     0.00096     0.00096     0.00005     0.00000     0.00000     
1.98315     0.00101     0.00101     0.00008     0.00000     0.00000     
1.98401     0.00104     0.00103     0.00007     0.00000     0.00000     
1.98529     0.00105     0.00105     0.00006     0.00000     0.00000     
1.98785     0.00093     0.00095     0.00004     0.00000     0.00000     
1.99042     0.00105     0.00100     0.00010     0.00000     0.00000     
1.99213     0.00099     0.00099     0.00006     0.00000     0.00000     
1.99341     0.00098     0.00099     0.00004     0.00000     0.00000     
1.99554     0.00093     0.00092     0.00007     0.00000     0.00000     
1.99640     0.00097     0.00095     0.00009     0.00000     0.00000     
1.99725     0.00099     0.00096     0.00008     0.00000     0.00000     
1.99854     0.00097     0.00096     0.00009     0.00000     0.00000     
1.99982     0.00096     0.00096     0.00008     0.00000     0.00000     
2.00067     0.00097     0.00095     0.00007     0.00000     0.00000     
2.00324     0.00100     0.00100     0.00007     0.00000     0.00000     
2.00452     0.00093     0.00093     0.00004     0.00000     0.00000     
2.00666     0.00106     0.00105     0.00007     0.00000     0.00000     
2.00922     0.00107     0.00109     0.00008     0.00000     0.00000     
2.01093     0.00110     0.00110     0.00006     0.00000     0.00000     
2.01221     0.00094     0.00094     0.00006     0.00000     0.00000     
2.01349     0.00112     0.00112     0.00006     0.00000     0.00000     
2.01477     0.00095     0.00096     0.00005     0.00000     0.00000     
2.01563     0.00095     0.00093     0.00006     0.00000     0.00000     
2.01648     0.00099     0.00098     0.00009     0.00000     0.00000     
2.01777     0.00092     0.00088     0.00007     0.00000     0.00000     
2.01905     0.00099     0.00090     0.00010     0.00000     0.00000     
2.02118     0.00112     0.00112     0.00011     0.00000     0.00000     
2.02247     0.00097     0.00097     0.00009     0.00000     0.00000     
2.02418     0.00105     0.00093     0.00011     0.00000     0.00000     
2.02674     0.00090     0.00091     0.00005     0.00000     0.00000     
2.02759     0.00101     0.00101     0.00012     0.00000     0.00000     
2.02973     0.00107     0.00107     0.00006     0.00000     0.00000     
2.03101     0.00100     0.00100     0.00005     0.00000     0.00000     
2.03229     0.00103     0.00103     0.00006     0.00000     0.00000     
2.03358     0.00098     0.00098     0.00007     0.00000     0.00000     
2.03486     0.00104     0.00099     0.00008     0.00000     0.00000     
2.03700     0.00096     0.00096     0.00007     0.00000     0.00000     
2.03870     0.00104     0.00107     0.00008     0.00000     0.00000     
2.04084     0.00101     0.00094     0.00009     0.00000     0.00000     
2.04255     0.00105     0.00105     0.00008     0.00000     0.00000     
2.04426     0.00099     0.00099     0.00003     0.00000     0.00000     
2.04725     0.00101     0.00100     0.00007     0.00000     0.00000     
2.04853     0.00101     0.00093     0.00012     0.00000     0.00000     
2.04982     0.00113     0.00113     0.00012     0.00000     0.00000     
2.05152     0.00103     0.00103     0.00006     0.00000     0.00000     
2.05366     0.00096     0.00095     0.00006     0.00000     0.00000     
2.05494     0.00093     0.00093     0.00004     0.00000     0.00000     
2.05580     0.00097     0.00100     0.00004     0.00000     0.00000     
2.05836     0.00098     0.00098     0.00009     0.00000     0.00000     
2.05922     0.00105     0.00105     0.00006     0.00000     0.00000     
2.06135     0.00092     0.00091     0.00009     0.00000     0.00000     
2.06264     0.00100     0.00098     0.00010     0.00000     0.00000     
2.06434     0.00107     0.00107     0.00005     0.00000     0.00000     
2.06648     0.00100     0.00100     0.00009     0.00000     0.00000     
2.06819     0.00101     0.00101     0.00009     0.00000     0.00000     
2.06947     0.00085     0.00085     0.00006     0.00000     0.00000     
2.07075     0.00099     0.00098     0.00010     0.00000     0.00000     
2.07289     0.00095     0.00095     0.00006     0.00000     0.00000     
2.07417     0.00100     0.00100     0.00005     0.00000     0.00000     
2.07503     0.00108     0.00108     0.00011     0.00000     0.00000     
2.07716     0.00092     0.00092     0.00010     0.00000     0.00000     
2.07802     0.00106     0.00106     0.00009     0.00000     0.00000     
2.08058     0.00110     0.00110     0.00004     0.00000     0.00000     
2.08272     0.00106     0.00105     0.00006     0.00000     0.00000     
2.08486     0.00099     0.00099     0.00005     0.00000     0.00000     
2.08614     0.00102     0.00105     0.00006     0.00000     0.00000     
2.08699     0.00104     0.00103     0.00007     0.00000     0.00000     
2.08870     0.00098     0.00098     0.00007     0.00000     0.00000     
2.08998     0.00101     0.00103     0.00008     0.00000     0.00000     
2.09212     0.00106     0.00111     0.00006     0.00000     0.00000     
2.09469     0.00092     0.00091     0.00006     0.00000     0.00000     
2.09639     0.00102     0.00102     0.00009     0.00000     0.00000     
2.09768     0.00110     0.00106     0.00010     0.00000     0.00000     
2.09981     0.00101     0.00100     0.00008     0.00000     0.00000     
2.10110     0.00100     0.00101     0.00006     0.00000     0.00000     
2.10238     0.00095     0.00095     0.00005     0.00000     0.00000     
2.10323     0.00096     0.00096     0.00007     0.00000     0.00000     
2.10537     0.00105     0.00105     0.00007     0.00000     0.00000     
2.10751     0.00106     0.00097     0.00009     0.00000     0.00000     
2.10836     0.00109     0.00109     0.00006     0.00000     0.00000     
2.10964     0.00101     0.00101     0.00008     0.00000     0.00000     
2.11135     0.00098     0.00096     0.00006     0.00000     0.00000     
2.11306     0.00103     0.00103     0.00008     0.00000     0.00000     
2.11434     0.00098     0.00098     0.00007     0.00000     0.00000     
2.11562     0.00096     0.00096     0.00008     0.00000     0.00000     
2.11648     0.00099     0.00099     0.00008     0.00000     0.00000     
2.11819     0.00100     0.00100     0.00005     0.00000     0.00000     
2.11990     0.00098     0.00099     0.00005     0.00000     0.00000     
2.12118     0.00107     0.00107     0.00006     0.00000     0.00000     
2.12289     0.00094     0.00092     0.00007     0.00000     0.00000     
2.12417     0.00100     0.00096     0.00010     0.00000     0.00000     
2.12588     0.00103     0.00103     0.00008     0.00000     0.00000     
2.12716     0.00103     0.00103     0.00008     0.00000     0.00000     
2.13015     0.00098     0.00098     0.00007     0.00000     0.00000     
2.13229     0.00108     0.00107     0.00007     0.00000     0.00000     
2.13443     0.00097     0.00097     0.00006     0.00000     0.00000     
2.13571     0.00092     0.00092     0.00011     0.00000     0.00000     
2.13699     0.00102     0.00102     0.00005     0.00000     0.00000     
2.13827     0.00091     0.00094     0.00011     0.00000     0.00000     
2.13956     0.00094     0.00091     0.00007     0.00000     0.00000     
2.14084     0.00112     0.00112     0.00008     0.00000     0.00000     
2.14169     0.00116     0.00116     0.00009     0.00000     0.00000     
2.14297     0.00103     0.00103     0.00008     0.00000     0.00000     
2.14468     0.00103     0.00103     0.00008     0.00000     0.00000     
2.14682     0.00108     0.00106     0.00008     0.00000     0.00000     
2.14981     0.00104     0.00105     0.00008     0.00000     0.00000     
2.15067     0.00105     0.00105     0.00006     0.00000     0.00000     
2.15494     0.00110     0.00110     0.00006     0.00000     0.00000     
2.15793     0.00108     0.00108     0.00006     0.00000     0.00000     
2.15878     0.00110     0.00110     0.00007     0.00000     0.00000     
2.16007     0.00100     0.00100     0.00009     0.00000     0.00000     
2.16306     0.00104     0.00105     0.00005     0.00000     0.00000     
2.16477     0.00097     0.00097     0.00010     0.00000     0.00000     
2.16605     0.00105     0.00105     0.00010     0.00000     0.00000     
2.16819     0.00098     0.00092     0.00008     0.00000     0.00000     
2.16904     0.00101     0.00101     0.00007     0.00000     0.00000     
2.17160     0.00114     0.00116     0.00005     0.00000     0.00000     
2.17289     0.00102     0.00104     0.00006     0.00000     0.00000     
2.17460     0.00110     0.00110     0.00009     0.00000     0.00000     
2.17716     0.00101     0.00100     0.00010     0.00000     0.00000     
2.17887     0.00105     0.00107     0.00007     0.00000     0.00000     
2.18058     0.00106     0.00106     0.00011     0.00000     0.00000     
2.18229     0.00109     0.00109     0.00008     0.00000     0.00000     
2.18357     0.00096     0.00095     0.00009     0.00000     0.00000     
2.18442     0.00104     0.00101     0.00007     0.00000     0.00000     
2.18528     0.00105     0.00105     0.00008     0.00000     0.00000     
2.18699     0.00103     0.00104     0.00008     0.00000     0.00000     
2.18827     0.00093     0.00095     0.00007     0.00000     0.00000     
2.18998     0.00093     0.00093     0.00005     0.00000     0.00000     
2.19212     0.00102     0.00102     0.00008     0.00000     0.00000     
2.19425     0.00088     0.00088     0.00005     0.00000     0.00000     
2.19554     0.00095     0.00095     0.00007     0.00000     0.00000     
2.19810     0.00102     0.00103     0.00006     0.00000     0.00000     
2.20024     0.00104     0.00103     0.00006     0.00000     0.00000     
2.20195     0.00106     0.00106     0.00005     0.00000     0.00000     
2.20323     0.00094     0.00094     0.00008     0.00000     0.00000     
2.20451     0.00104     0.00104     0.00005     0.00000     0.00000     
2.20665     0.00109     0.00109     0.00007     0.00000     0.00000     
2.21006     0.00099     0.00099     0.00007     0.00000     0.00000     
2.21177     0.00104     0.00104     0.00008     0.00000     0.00000     
2.21477     0.00115     0.00115     0.00006     0.00000     0.00000     
2.21605     0.00101     0.00100     0.00009     0.00000     0.00000     
2.21776     0.00109     0.00111     0.00006     0.00000     0.00000     
2.21904     0.00113     0.00112     0.00005     0.00000     0.00000     
2.22160     0.00102     0.00100     0.00008     0.00000     0.00000     
2.22288     0.00105     0.00105     0.00007     0.00000     0.00000     
2.22459     0.00101     0.00101     0.00007     0.00000     0.00000     
2.22716     0.00103     0.00101     0.00006     0.00000     0.00000     
2.22972     0.00097     0.00099     0.00006     0.00000     0.00000     
2.23058     0.00108     0.00108     0.00007     0.00000     0.00000     
2.23229     0.00096     0.00096     0.00006     0.00000     0.00000     
2.23314     0.00099     0.00098     0.00006     0.00000     0.00000     
2.23528     0.00101     0.00101     0.00004     0.00000     0.00000     
2.23656     0.00108     0.00108     0.00005     0.00000     0.00000     
2.23870     0.00103     0.00103     0.00006     0.00000     0.00000     
2.23955     0.00107     0.00107     0.00006     0.00000     0.00000     
2.24169     0.00105     0.00103     0.00008     0.00000     0.00000     
2.24382     0.00103     0.00103     0.00008     0.00000     0.00000     
2.24596     0.00107     0.00110     0.00005     0.00000     0.00000     
2.24767     0.00096     0.00096     0.00008     0.00000     0.00000     
2.24981     0.00107     0.00103     0.00007     0.00000     0.00000     
2.25109     0.00103     0.00103     0.00010     0.00000     0.00000     
2.25365     0.00105     0.00106     0.00005     0.00000     0.00000     
2.25579     0.00102     0.00102     0.00007     0.00000     0.00000     
2.25835     0.00106     0.00104     0.00007     0.00000     0.00000     
2.26134     0.00098     0.00098     0.00008     0.00000     0.00000     
2.26220     0.00102     0.00101     0.00007     0.00000     0.00000     
2.26391     0.00103     0.00103     0.00009     0.00000     0.00000     
2.26605     0.00106     0.00106     0.00006     0.00000     0.00000     
2.26861     0.00102     0.00102     0.00007     0.00000     0.00000     
2.27117     0.00103     0.00103     0.00010     0.00000     0.00000     
2.27246     0.00105     0.00105     0.00007     0.00000     0.00000     
2.27331     0.00112     0.00111     0.00011     0.00000     0.00000     
2.27459     0.00105     0.00106     0.00008     0.00000     0.00000     
2.27587     0.00101     0.00103     0.00004     0.00000     0.00000     
2.27716     0.00110     0.00110     0.00006     0.00000     0.00000     
2.27972     0.00108     0.00108     0.00003     0.00000     0.00000     
2.28228     0.00098     0.00096     0.00007     0.00000     0.00000     
2.28314     0.00102     0.00102     0.00007     0.00000     0.00000     
2.28485     0.00104     0.00104     0.00009     0.00000     0.00000     
2.28656     0.00107     0.00107     0.00011     0.00000     0.00000     
2.28955     0.00107     0.00107     0.00007     0.00000     0.00000     
2.29083     0.00105     0.00105     0.00006     0.00000     0.00000     
2.29339     0.00099     0.00099     0.00007     0.00000     0.00000     
2.29510     0.00109     0.00109     0.00008     0.00000     0.00000     
2.29724     0.00108     0.00108     0.00009     0.00000     0.00000     
2.29809     0.00111     0.00111     0.00008     0.00000     0.00000     
2.29980     0.00105     0.00104     0.00006     0.00000     0.00000     
2.30194     0.00113     0.00113     0.00006     0.00000     0.00000     
2.30365     0.00102     0.00101     0.00008     0.00000     0.00000     
2.30536     0.00111     0.00114     0.00007     0.00000     0.00000     
2.30707     0.00107     0.00107     0.00008     0.00000     0.00000     
2.30878     0.00105     0.00104     0.00008     0.00000     0.00000     
2.31049     0.00113     0.00113     0.00008     0.00000     0.00000     
2.31262     0.00101     0.00106     0.00007     0.00000     0.00000     
2.31348     0.00106     0.00106     0.00007     0.00000     0.00000     
2.31562     0.00103     0.00103     0.00011     0.00000     0.00000     
2.31775     0.00106     0.00107     0.00008     0.00000     0.00000     
2.31946     0.00103     0.00103     0.00008     0.00000     0.00000     
2.32117     0.00105     0.00105     0.00008     0.00000     0.00000     
2.32331     0.00108     0.00107     0.00010     0.00000     0.00000     
2.32459     0.00105     0.00098     0.00011     0.00000     0.00000     
2.32801     0.00109     0.00109     0.00008     0.00000     0.00000     
2.32972     0.00108     0.00108     0.00006     0.00000     0.00000     
2.33100     0.00105     0.00105     0.00007     0.00000     0.00000     
2.33356     0.00112     0.00111     0.00008     0.00000     0.00000     
2.33527     0.00105     0.00107     0.00007     0.00000     0.00000     
2.33655     0.00110     0.00109     0.00006     0.00000     0.00000     
2.33741     0.00110     0.00113     0.00004     0.00000     0.00000     
2.33869     0.00093     0.00089     0.00008     0.00000     0.00000     
2.34083     0.00106     0.00106     0.00006     0.00000     0.00000     
2.34211     0.00099     0.00101     0.00005     0.00000     0.00000     
2.34467     0.00098     0.00094     0.00007     0.00000     0.00000     
2.34553     0.00112     0.00110     0.00006     0.00000     0.00000     
2.34895     0.00098     0.00098     0.00006     0.00000     0.00000     
2.35108     0.00100     0.00100     0.00007     0.00000     0.00000     
2.35322     0.00107     0.00111     0.00007     0.00000     0.00000     
2.35408     0.00107     0.00107     0.00009     0.00000     0.00000     
2.35664     0.00103     0.00103     0.00009     0.00000     0.00000     
2.35835     0.00103     0.00100     0.00008     0.00000     0.00000     
2.36091     0.00108     0.00108     0.00009     0.00000     0.00000     
2.36305     0.00106     0.00102     0.00009     0.00000     0.00000     
2.36433     0.00103     0.00103     0.00010     0.00000     0.00000     
2.36561     0.00107     0.00107     0.00011     0.00000     0.00000     
2.36732     0.00107     0.00107     0.00009     0.00000     0.00000     
2.36860     0.00099     0.00102     0.00006     0.00000     0.00000     
2.36989     0.00102     0.00102     0.00007     0.00000     0.00000     
2.37117     0.00110     0.00104     0.00011     0.00000     0.00000     
2.37245     0.00103     0.00103     0.00008     0.00000     0.00000     
2.37373     0.00113     0.00113     0.00008     0.00000     0.00000     
2.37459     0.00113     0.00113     0.00006     0.00000     0.00000     
2.37758     0.00106     0.00106     0.00010     0.00000     0.00000     
2.37929     0.00104     0.00104     0.00006     0.00000     0.00000     
2.38057     0.00105     0.00105     0.00007     0.00000     0.00000     
2.38185     0.00102     0.00101     0.00004     0.00000     0.00000     
2.38356     0.00094     0.00094     0.00007     0.00000     0.00000     
2.38442     0.00106     0.00106     0.00006     0.00000     0.00000     
2.38613     0.00105     0.00110     0.00009     0.00000     0.00000     
2.38826     0.00110     0.00110     0.00008     0.00000     0.00000     
2.38954     0.00095     0.00095     0.00003     0.00000     0.00000     
2.39168     0.00099     0.00099     0.00007     0.00000     0.00000     
2.39339     0.00111     0.00111     0.00009     0.00000     0.00000     
2.39467     0.00101     0.00100     0.00005     0.00000     0.00000     
2.39553     0.00107     0.00106     0.00007     0.00000     0.00000     
2.39766     0.00109     0.00107     0.00008     0.00000     0.00000     
2.39894     0.00103     0.00105     0.00005     0.00000     0.00000     
2.40065     0.00105     0.00105     0.00009     0.00000     0.00000     
2.40194     0.00106     0.00102     0.00008     0.00000     0.00000     
2.40365     0.00108     0.00108     0.00006     0.00000     0.00000     
2.40450     0.00113     0.00115     0.00007     0.00000     0.00000     
2.40664     0.00103     0.00098     0.00007     0.00000     0.00000     
2.40920     0.00110     0.00110     0.00012     0.00000     0.00000     
2.41176     0.00107     0.00112     0.00007     0.00000     0.00000     
2.41305     0.00101     0.00101     0.00007     0.00000     0.00000     
2.41518     0.00103     0.00102     0.00007     0.00000     0.00000     
2.41647     0.00104     0.00097     0.00009     0.00000     0.00000     
2.41775     0.00099     0.00100     0.00006     0.00000     0.00000     
2.41946     0.00108     0.00108     0.00006     0.00000     0.00000     
2.42074     0.00113     0.00115     0.00005     0.00000     0.00000     
2.42245     0.00105     0.00104     0.00010     0.00000     0.00000     
2.42373     0.00104     0.00099     0.00007     0.00000     0.00000     
2.42587     0.00110     0.00110     0.00006     0.00000     0.00000     
2.42715     0.00107     0.00109     0.00009     0.00000     0.00000     
2.42929     0.00104     0.00099     0.00007     0.00000     0.00000     
2.43057     0.00101     0.00097     0.00007     0.00000     0.00000     
2.43185     0.00099     0.00099     0.00005     0.00000     0.00000     
2.43356     0.00098     0.00099     0.00007     0.00000     0.00000     
2.43527     0.00104     0.00107     0.00006     0.00000     0.00000     
2.43698     0.00099     0.00099     0.00007     0.00000     0.00000     
2.43911     0.00114     0.00109     0.00008     0.00000     0.00000     
2.44082     0.00104     0.00103     0.00008     0.00000     0.00000     
2.44211     0.00112     0.00114     0.00006     0.00000     0.00000     
2.44595     0.00105     0.00104     0.00006     0.00000     0.00000     
2.44809     0.00104     0.00104     0.00008     0.00000     0.00000     
2.44980     0.00096     0.00096     0.00003     0.00000     0.00000     
2.45108     0.00103     0.00103     0.00004     0.00000     0.00000     
2.45279     0.00106     0.00106     0.00006     0.00000     0.00000     
2.45407     0.00103     0.00102     0.00005     0.00000     0.00000     
2.45493     0.00104     0.00103     0.00009     0.00000     0.00000     
2.45578     0.00105     0.00106     0.00007     0.00000     0.00000     
2.45834     0.00106     0.00105     0.00011     0.00000     0.00000     
2.46176     0.00103     0.00103     0.00004     0.00000     0.00000     
2.46262     0.00109     0.00112     0.00005     0.00000     0.00000     
2.46390     0.00109     0.00108     0.00007     0.00000     0.00000     
2.46518     0.00112     0.00112     0.00009     0.00000     0.00000     
2.46732     0.00104     0.00104     0.00003     0.00000     0.00000     
2.46860     0.00112     0.00113     0.00005     0.00000     0.00000     
2.47202     0.00101     0.00101     0.00011     0.00000     0.00000     
2.47373     0.00102     0.00102     0.00007     0.00000     0.00000     
2.47586     0.00100     0.00100     0.00007     0.00000     0.00000     
2.47715     0.00107     0.00106     0.00011     0.00000     0.00000     
2.47843     0.00108     0.00108     0.00009     0.00000     0.00000     
2.48014     0.00107     0.00109     0.00007     0.00000     0.00000     
2.48227     0.00110     0.00110     0.00006     0.00000     0.00000     
2.48398     0.00116     0.00116     0.00007     0.00000     0.00000     
2.48698     0.00107     0.00107     0.00006     0.00000     0.00000     
2.48783     0.00111     0.00111     0.00008     0.00000     0.00000     
2.48911     0.00106     0.00106     0.00006     0.00000     0.00000     
2.49082     0.00101     0.00101     0.00006     0.00000     0.00000     
2.49168     0.00106     0.00110     0.00007     0.00000     0.00000     
2.49296     0.00108     0.00105     0.00011     0.00000     0.00000     
2.49467     0.00104     0.00104     0.00009     0.00000     0.00000     
2.49552     0.00116     0.00115     0.00010     0.00000     0.00000     
2.49723     0.00105     0.00105     0.00005     0.00000     0.00000     
2.49851     0.00105     0.00105     0.00010     0.00000     0.00000     
2.50065     0.00114     0.00113     0.00009     0.00000     0.00000     
2.50279     0.00109     0.00109     0.00008     0.00000     0.00000     
2.50492     0.00114     0.00114     0.00008     0.00000     0.00000     
2.50706     0.00108     0.00108     0.00005     0.00000     0.00000     
2.50834     0.00112     0.00110     0.00008     0.00000     0.00000     
2.51048     0.00101     0.00101     0.00008     0.00000     0.00000     
2.51176     0.00108     0.00109     0.00008     0.00000     0.00000     
2.51304     0.00112     0.00112     0.00005     0.00000     0.00000     
2.51432     0.00108     0.00108     0.00009     0.00000     0.00000     
2.51561     0.00104     0.00101     0.00007     0.00000     0.00000     
2.51646     0.00105     0.00105     0.00008     0.00000     0.00000     
2.51774     0.00105     0.00107     0.00009     0.00000     0.00000     
2.52116     0.00108     0.00108     0.00006     0.00000     0.00000     
2.52415     0.00100     0.00101     0.00005     0.00000     0.00000     
2.52586     0.00117     0.00108     0.00013     0.00000     0.00000     
2.52714     0.00116     0.00118     0.00003     0.00000     0.00000     
2.52928     0.00109     0.00109     0.00009     0.00000     0.00000     
2.53142     0.00109     0.00107     0.00009     0.00000     0.00000     
2.53227     0.00115     0.00115     0.00008     0.00000     0.00000     
